10-DIC-22 
03-AGO-22 
03-AGO-22 
02-AGO-22 
02-AGO-22 
31-LUG-22 
30-LUG-22 
28-LUG-22 
28-LUG-22 
28-LUG-22 
27-LUG-22 
27-LUG-22 
27-LUG-22 
27-LUG-22 
27-LUG-22 
27-LUG-22 
27-LUG-22 
25-LUG-22 
25-LUG-22 
20-LUG-22 
18-LUG-22 
15-LUG-22 
15-LUG-22 
14-LUG-22 
13-LUG-22 
12-LUG-22 
12-LUG-22 
11-LUG-22 
10-LUG-22 
09-LUG-22 
08-LUG-22 
08-LUG-22 
08-LUG-22 
07-LUG-22 
06-LUG-22 
05-LUG-22 
05-LUG-22 
02-LUG-22 
01-LUG-22 
01-LUG-22 
01-LUG-22 
01-LUG-22 
28-GIU-22 
27-GIU-22 
27-GIU-22 
25-GIU-22 
25-GIU-22 
21-GIU-22 
21-GIU-22 
21-GIU-22 
20-GIU-22 
16-GIU-22 
16-GIU-22 
11-GIU-22 
09-GIU-22 
08-GIU-22 
07-GIU-22 
07-GIU-22 
05-GIU-22 
04-GIU-22 
03-GIU-22 
01-GIU-22 
01-GIU-22 
01-GIU-22 
01-GIU-22 
01-GIU-22 
01-GIU-22 
31-MAG-22 
29-MAG-22 
28-MAG-22 
28-MAG-22 
28-MAG-22 
27-MAG-22 
27-MAG-22 
27-MAG-22 
26-MAG-22 
25-MAG-22 
17-MAG-22 
11-MAG-22 
09-MAG-22 
05-MAG-22 
05-MAG-22 
04-MAG-22 
04-MAG-22 
03-MAG-22 
02-MAG-22 
01-MAG-22 
01-MAG-22 
30-APR-22 
29-APR-22 
29-APR-22 
29-APR-22 
29-APR-22 
28-APR-22 
27-APR-22 
27-APR-22 
27-APR-22 
27-APR-22 
26-APR-22 
26-APR-22 
24-APR-22 
24-APR-22 
22-APR-22 
21-APR-22 
20-APR-22 
19-APR-22 
18-APR-22 
16-APR-22 
16-APR-22 
15-APR-22 
14-APR-22 
11-APR-22 
08-APR-22 
07-APR-22 
07-APR-22 
07-APR-22 
07-APR-22 
07-APR-22 
06-APR-22 
05-APR-22 
05-APR-22 
05-APR-22 
05-APR-22 
05-APR-22 
05-APR-22 
03-APR-22 
03-APR-22 
03-APR-22 
02-APR-22 
01-APR-22 
31-MAR-22 
31-MAR-22 
30-MAR-22 
28-MAR-22 
28-MAR-22 
28-MAR-22 
28-MAR-22 
27-MAR-22 
26-MAR-22 
25-MAR-22 
25-MAR-22 
25-MAR-22 
25-MAR-22 
23-MAR-22 
23-MAR-22 
21-MAR-22 
21-MAR-22 
21-MAR-22 
18-MAR-22 
15-MAR-22 
13-MAR-22 
12-MAR-22 
12-MAR-22 
10-MAR-22 
07-MAR-22 
05-MAR-22 
03-MAR-22 
02-MAR-22 
01-MAR-22 
28-FEB-22 
28-FEB-22 
28-FEB-22 
27-FEB-22 
26-FEB-22 
26-FEB-22 
25-FEB-22 
25-FEB-22 
25-FEB-22 
25-FEB-22 
12-FEB-22 
11-FEB-22 
08-FEB-22 
06-FEB-22 
06-FEB-22 
05-FEB-22 
05-FEB-22 
03-FEB-22 
02-FEB-22 
01-FEB-22 
01-FEB-22 
31-GEN-22 
29-GEN-22 
29-GEN-22 
29-GEN-22 
29-GEN-22 
29-GEN-22 
28-GEN-22 
28-GEN-22 
28-GEN-22 
27-GEN-22 
27-GEN-22 
27-GEN-22 
27-GEN-22 
25-GEN-22 
21-GEN-22 
18-GEN-22 
18-GEN-22 
17-GEN-22 
17-GEN-22 
16-GEN-22 
14-GEN-22 
14-GEN-22 
13-GEN-22 
12-GEN-22 
11-GEN-22 
11-GEN-22 
09-GEN-22 
09-GEN-22 
07-GEN-22 
05-GEN-22 
05-GEN-22 
04-GEN-22 
02-GEN-22 
02-GEN-22 
02-GEN-22 
31-DIC-21 
30-DIC-21 
30-DIC-21 
28-DIC-21 
28-DIC-21 
27-DIC-21 
27-DIC-21 
27-DIC-21 
27-DIC-21 
26-DIC-21 
25-DIC-21 
24-DIC-21 
24-DIC-21 
23-DIC-21 
23-DIC-21 
22-DIC-21 
21-DIC-21 
21-DIC-21 
20-DIC-21 
20-DIC-21 
20-DIC-21 
20-DIC-21 
20-DIC-21 
20-DIC-21 
19-DIC-21 
18-DIC-21 
18-DIC-21 
17-DIC-21 
17-DIC-21 
17-DIC-21 
16-DIC-21 
15-DIC-21 
13-DIC-21 
11-DIC-21 
10-DIC-21 
09-DIC-21 
09-DIC-21 
06-DIC-21 
05-DIC-21 
03-DIC-21 
01-DIC-21 
01-DIC-21 
30-NOV-21 
29-NOV-21 
29-NOV-21 
29-NOV-21 
29-NOV-21 
29-NOV-21 
28-NOV-21 
28-NOV-21 
28-NOV-21 
27-NOV-21 
27-NOV-21 
27-NOV-21 
27-NOV-21 
27-NOV-21 
27-NOV-21 
26-NOV-21 
26-NOV-21 
26-NOV-21 
26-NOV-21 
26-NOV-21 
26-NOV-21 
26-NOV-21 
25-NOV-21 
18-NOV-21 
13-NOV-21 
11-NOV-21 
10-NOV-21 
10-NOV-21 
09-NOV-21 
07-NOV-21 
05-NOV-21 
04-NOV-21 
04-NOV-21 
03-NOV-21 
03-NOV-21 
03-NOV-21 
01-NOV-21 
30-OTT-21 
30-OTT-21 
30-OTT-21 
30-OTT-21 
30-OTT-21 
29-OTT-21 
28-OTT-21 
28-OTT-21 
28-OTT-21 
28-OTT-21 
27-OTT-21 
27-OTT-21 
27-OTT-21 
27-OTT-21 
25-OTT-21 
20-OTT-21 
20-OTT-21 
18-OTT-21 
14-OTT-21 
13-OTT-21 
13-OTT-21 
11-OTT-21 
10-OTT-21 
09-OTT-21 
08-OTT-21 
08-OTT-21 
07-OTT-21 
06-OTT-21 
06-OTT-21 
05-OTT-21 
05-OTT-21 
04-OTT-21 
04-OTT-21 
04-OTT-21 
04-OTT-21 
03-OTT-21 
03-OTT-21 
03-OTT-21 
02-OTT-21 
02-OTT-21 
01-OTT-21 
30-SET-21 
30-SET-21 
29-SET-21 
28-SET-21 
27-SET-21 
27-SET-21 
27-SET-21 
27-SET-21 
27-SET-21 
17-SET-21 
17-SET-21 
16-SET-21 
15-SET-21 
15-SET-21 
14-SET-21 
13-SET-21 
10-SET-21 
09-SET-21 
09-SET-21 
08-SET-21 
07-SET-21 
06-SET-21 
04-SET-21 
03-SET-21 
02-SET-21 
02-SET-21 
02-SET-21 
02-SET-21 
02-SET-21 
02-SET-21 
02-SET-21 
02-SET-21 
01-SET-21 
01-SET-21 
01-SET-21 
30-AGO-21 
29-AGO-21 
27-AGO-21 
27-AGO-21 
27-AGO-21 
27-AGO-21 
26-AGO-21 
23-AGO-21 
23-AGO-21 
23-AGO-21 
23-AGO-21 
21-AGO-21 
19-AGO-21 
17-AGO-21 
15-AGO-21 
15-AGO-21 
15-AGO-21 
12-AGO-21 
12-AGO-21 
12-AGO-21 
11-AGO-21 
09-AGO-21 
07-AGO-21 
06-AGO-21 
05-AGO-21 
04-AGO-21 
04-AGO-21 
04-AGO-21 
04-AGO-21 
04-AGO-21 
03-AGO-21 
31-LUG-21 
30-LUG-21 
30-LUG-21 
30-LUG-21 
30-LUG-21 
30-LUG-21 
29-LUG-21 
28-LUG-21 
27-LUG-21 
27-LUG-21 
27-LUG-21 
27-LUG-21 
27-LUG-21 
22-LUG-21 
21-LUG-21 
20-LUG-21 
19-LUG-21 
16-LUG-21 
16-LUG-21 
14-LUG-21 
13-LUG-21 
13-LUG-21 
13-LUG-21 
12-LUG-21 
11-LUG-21 
09-LUG-21 
09-LUG-21 
07-LUG-21 
07-LUG-21 
07-LUG-21 
07-LUG-21 
07-LUG-21 
07-LUG-21 
07-LUG-21 
07-LUG-21 
07-LUG-21 
07-LUG-21 
07-LUG-21 
07-LUG-21 
07-LUG-21 
07-LUG-21 
06-LUG-21 
06-LUG-21 
06-LUG-21 
06-LUG-21 
06-LUG-21 
06-LUG-21 
06-LUG-21 
06-LUG-21 
06-LUG-21 
06-LUG-21 
06-LUG-21 
06-LUG-21 
05-LUG-21 
05-LUG-21 
05-LUG-21 
05-LUG-21 
05-LUG-21 
02-LUG-21 
02-LUG-21 
02-LUG-21 
02-LUG-21 
02-LUG-21 
02-LUG-21 
02-LUG-21 
02-LUG-21 
02-LUG-21 
02-LUG-21 
01-LUG-21 
01-LUG-21 
01-LUG-21 
30-GIU-21 
29-GIU-21 
29-GIU-21 
28-GIU-21 
28-GIU-21 
28-GIU-21 
28-GIU-21 
28-GIU-21 
27-GIU-21 
26-GIU-21 
25-GIU-21 
25-GIU-21 
25-GIU-21 
25-GIU-21 
25-GIU-21 
24-GIU-21 
20-GIU-21 
19-GIU-21 
18-GIU-21 
17-GIU-21 
16-GIU-21 
16-GIU-21 
15-GIU-21 
14-GIU-21 
12-GIU-21 
11-GIU-21 
11-GIU-21 
09-GIU-21 
09-GIU-21 
09-GIU-21 
08-GIU-21 
07-GIU-21 
07-GIU-21 
07-GIU-21 
07-GIU-21 
07-GIU-21 
07-GIU-21 
07-GIU-21 
06-GIU-21 
04-GIU-21 
04-GIU-21 
03-GIU-21 
03-GIU-21 
03-GIU-21 
03-GIU-21 
03-GIU-21 
01-GIU-21 
31-MAG-21 
30-MAG-21 
29-MAG-21 
28-MAG-21 
28-MAG-21 
27-MAG-21 
27-MAG-21 
27-MAG-21 
27-MAG-21 
26-MAG-21 
25-MAG-21 
25-MAG-21 
25-MAG-21 
24-MAG-21 
20-MAG-21 
19-MAG-21 
19-MAG-21 
17-MAG-21 
14-MAG-21 
13-MAG-21 
13-MAG-21 
12-MAG-21 
10-MAG-21 
09-MAG-21 
07-MAG-21 
06-MAG-21 
06-MAG-21 
04-MAG-21 
03-MAG-21 
02-MAG-21 
02-MAG-21 
01-MAG-21 
30-APR-21 
30-APR-21 
30-APR-21 
30-APR-21 
28-APR-21 
28-APR-21 
27-APR-21 
27-APR-21 
27-APR-21 
26-APR-21 
25-APR-21 
23-APR-21 
23-APR-21 
21-APR-21 
20-APR-21 
20-APR-21 
20-APR-21 
20-APR-21 
17-APR-21 
15-APR-21 
12-APR-21 
09-APR-21 
09-APR-21 
09-APR-21 
08-APR-21 
08-APR-21 
07-APR-21 
06-APR-21 
05-APR-21 
03-APR-21 
03-APR-21 
01-APR-21 
01-APR-21 
01-APR-21 
31-MAR-21 
30-MAR-21 
30-MAR-21 
30-MAR-21 
28-MAR-21 
26-MAR-21 
26-MAR-21 
26-MAR-21 
26-MAR-21 
23-MAR-21 
22-MAR-21 
22-MAR-21 
21-MAR-21 
20-MAR-21 
19-MAR-21 
19-MAR-21 
18-MAR-21 
15-MAR-21 
13-MAR-21 
12-MAR-21 
12-MAR-21 
10-MAR-21 
08-MAR-21 
06-MAR-21 
06-MAR-21 
04-MAR-21 
04-MAR-21 
03-MAR-21 
03-MAR-21 
02-MAR-21 
02-MAR-21 
01-MAR-21 
28-FEB-21 
27-FEB-21 
27-FEB-21 
26-FEB-21 
26-FEB-21 
26-FEB-21 
26-FEB-21 
26-FEB-21 
26-FEB-21 
26-FEB-21 
26-FEB-21 
26-FEB-21 
26-FEB-21 
26-FEB-21 
26-FEB-21 
26-FEB-21 
26-FEB-21 
25-FEB-21 
24-FEB-21 
22-FEB-21 
22-FEB-21 
20-FEB-21 
19-FEB-21 
19-FEB-21 
18-FEB-21 
17-FEB-21 
15-FEB-21 
13-FEB-21 
12-FEB-21 
11-FEB-21 
11-FEB-21 
11-FEB-21 
10-FEB-21 
10-FEB-21 
10-FEB-21 
10-FEB-21 
09-FEB-21 
08-FEB-21 
06-FEB-21 
04-FEB-21 
04-FEB-21 
03-FEB-21 
02-FEB-21 
02-FEB-21 
02-FEB-21 
02-FEB-21 
01-FEB-21 
01-FEB-21 
01-FEB-21 
01-FEB-21 
01-FEB-21 
31-GEN-21 
30-GEN-21 
29-GEN-21 
27-GEN-21 
27-GEN-21 
27-GEN-21 
27-GEN-21 
27-GEN-21 
26-GEN-21 
22-GEN-21 
20-GEN-21 
20-GEN-21 
19-GEN-21 
18-GEN-21 
17-GEN-21 
15-GEN-21 
14-GEN-21 
14-GEN-21 
13-GEN-21 
13-GEN-21 
12-GEN-21 
12-GEN-21 
12-GEN-21 
11-GEN-21 
09-GEN-21 
08-GEN-21 
08-GEN-21 
07-GEN-21 
07-GEN-21 
06-GEN-21 
05-GEN-21 
04-GEN-21 
04-GEN-21 
04-GEN-21 
03-GEN-21 
03-GEN-21 
02-GEN-21 
02-GEN-21 
02-GEN-21 
02-GEN-21 
31-DIC-20 
30-DIC-20 
29-DIC-20 
29-DIC-20 
28-DIC-20 
28-DIC-20 
24-DIC-20 
23-DIC-20 
23-DIC-20 
22-DIC-20 
22-DIC-20 
22-DIC-20 
19-DIC-20 
18-DIC-20 
18-DIC-20 
18-DIC-20 
18-DIC-20 
18-DIC-20 
17-DIC-20 
17-DIC-20 
17-DIC-20 
16-DIC-20 
15-DIC-20 
15-DIC-20 
14-DIC-20 
14-DIC-20 
14-DIC-20 
14-DIC-20 
14-DIC-20 
13-DIC-20 
12-DIC-20 
12-DIC-20 
12-DIC-20 
11-DIC-20 
09-DIC-20 
08-DIC-20 
08-DIC-20 
05-DIC-20 
03-DIC-20 
03-DIC-20 
03-DIC-20 
02-DIC-20 
01-DIC-20 
01-DIC-20 
01-DIC-20 
01-DIC-20 
30-NOV-20 
30-NOV-20 
30-NOV-20 
30-NOV-20 
30-NOV-20 
28-NOV-20 
27-NOV-20 
27-NOV-20 
27-NOV-20 
26-NOV-20 
26-NOV-20 
24-NOV-20 
20-NOV-20 
19-NOV-20 
19-NOV-20 
18-NOV-20 
18-NOV-20 
14-NOV-20 
13-NOV-20 
13-NOV-20 
13-NOV-20 
12-NOV-20 
12-NOV-20 
12-NOV-20 
12-NOV-20 
12-NOV-20 
12-NOV-20 
11-NOV-20 
06-NOV-20 
05-NOV-20 
